#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648722296832101,162.589439602368,0.709420051618635,19.10801,17.32963,16.52337,16.13631,15.83495,756,301,5,312,309795954385512448,GALAXY,0.05026915,275,51910,631
1237648722296832111,162.590935444147,0.651253386056606,18.22543,16.72827,16.18056,16.00056,15.92625,756,301,5,312,2881335162371598336,STAR,2.792077E-05,2559,54208,572
1237648722296832114,162.602939270339,0.756602306071472,18.755,17.28763,16.71523,16.49355,16.39312,756,301,5,312,2881333238226249728,STAR,0.0001113554,2559,54208,565
1237648722296897547,162.64139724152,0.661888399426989,18.6898,17.10009,16.48563,16.25904,16.14507,756,301,5,313,2881337361394853888,STAR,5.660094E-05,2559,54208,580
1237648722296897556,162.662379517863,0.822551896872328,18.93721,17.96893,17.65264,17.52893,17.46298,756,301,5,313,2881337086516946944,STAR,-0.0003737929,2559,54208,579
1237648722296897585,162.681569816632,0.651692607767677,19.33645,17.71711,17.11194,16.90852,16.80285,756,301,5,313,2881332138714621952,STAR,0.0001355898,2559,54208,561
1237648722296897589,162.694300869618,0.789565167331132,18.65668,16.9741,16.32015,16.10241,15.99201,756,301,5,313,2689931353658517504,STAR,4.043406E-05,2389,54213,569
1237648722296897607,162.756718693551,0.763857258168946,18.41118,17.09418,16.5573,16.35231,16.22143,756,301,5,313,2881336811639040000,STAR,0.0002067918,2559,54208,578
1237648722296897611,162.759206347345,0.636050387717462,17.532,16.20345,16.24973,16.34521,16.37072,756,301,5,313,2881334337737877504,STAR,0.0006509874,2559,54208,569
1237648722296897647,162.63075228701,0.760601705362364,18.24421,16.78687,15.97619,15.54994,15.22051,756,301,5,313,310852310165121024,GALAXY,0.09639147,276,51909,378
1237648722296897660,162.636526565994,0.753348753499188,18.20279,16.62,15.75806,15.34839,15.02149,756,301,5,313,309793755362256896,GALAXY,0.09635808,275,51910,623
1237648721227612203,172.906129077609,-0.123341061655808,17.50002,16.06555,15.5091,15.25105,15.19262,756,301,3,381,3222413294446864384,STAR,-2.311552E-05,2862,54471,319
1237648721227612206,172.929264381831,-0.172073312547189,16.5149,15.05457,14.55896,14.37356,14.3173,756,301,3,381,3222409171278260224,STAR,-0.0001225012,2862,54471,304
1237648721227612270,172.865907919707,-0.097924466002871,17.38348,16.18884,15.73285,15.46236,15.27349,756,301,3,381,317578843214866432,GALAXY,0.04011256,282,51658,273
1237648721227612430,172.819697047063,-0.195430153108066,19.30494,18.21151,17.59718,17.26561,17.13251,756,301,3,381,316399616255879168,GALAXY,0.1319309,281,51614,79
1237648721227677711,172.957121116158,-0.146732041821704,17.70497,16.74063,16.45839,16.33416,16.32655,756,301,3,382,3222411095423608832,STAR,0.0004342471,2862,54471,311
1237648721227677720,172.976576464202,-0.0603753975141471,19.43242,18.03428,17.53661,17.34214,17.26569,756,301,3,382,3222413569324771328,STAR,0.0002784915,2862,54471,320
1237648721227677750,172.996851251217,-0.0433721335541479,19.23987,17.71639,17.17595,16.98123,16.93935,756,301,3,382,3640201881525002240,STAR,-8.685564E-05,3233,54891,609
1237648721227677751,172.994285424902,-0.0503264267119837,17.48513,15.9965,15.43874,15.11475,14.99395,756,301,3,382,316388071383787520,GALAXY,0.0398448,281,51614,37
1237648721227677785,173.000563953242,-0.0768295141134996,18.7649,17.54007,17.0456,16.84189,16.73767,756,301,3,382,3222400375185238016,STAR,0.00114737,2862,54471,272
1237648721227677801,173.021399942723,-0.113690881301432,18.64337,17.6939,17.44343,17.33958,17.31438,756,301,3,382,3640202981036630016,STAR,0.0009482739,3233,54891,613
1237648721227677805,173.041675353199,-0.0671261560217429,17.16568,16.12844,15.82885,15.70742,15.67777,756,301,3,382,3222400650063144960,STAR,0.0002766367,2862,54471,273
1237648721227677808,173.050617477177,-0.168066531820157,18.32838,16.88535,16.32738,16.07507,15.95121,756,301,3,382,3640202706158723072,STAR,-0.0003700515,3233,54891,612
1237648721227677813,173.05056307944,-0.130730884210341,19.18623,18.1849,17.8213,17.67089,17.60874,756,301,3,382,3239290249049827328,STAR,0.0009164368,2877,54523,277
1237648721227677854,173.056673227822,-0.0317370378196911,16.60116,15.01175,14.51091,14.33028,14.24538,756,301,3,382,3222401199818958848,STAR,-5.81576E-05,2862,54471,275
1237648721227677860,173.056815731339,-0.149590988753314,18.54378,16.64373,15.94799,15.68389,15.56815,756,301,3,382,3222401749574772736,STAR,-4.818757E-05,2862,54471,277
1237648721227677871,173.06944124151,-0.114437703601198,18.62412,18.33852,18.24361,18.35836,18.21885,756,301,3,382,316387521627973632,QSO,0.9613904,281,51614,35
1237648721227743268,173.197462300926,-0.0809030142809045,19.29622,18.34265,18.07545,17.98757,17.99866,756,301,3,383,3239279253933549568,STAR,0.0008100695,2877,54523,237
1237648721227743271,173.214346651197,-0.129036703740231,17.79688,16.72731,16.38506,16.26136,16.21156,756,301,3,383,3222402574208493568,STAR,2.315277E-06,2862,54471,280
1237648721227743285,173.222824366263,-0.0639967608262708,17.20375,16.26046,16.01454,15.90996,15.89628,756,301,3,383,3222400924941051904,STAR,0.0003215218,2862,54471,274
1237648721227808794,173.305336070741,-0.155976993061009,17.74901,16.31309,15.76822,15.59102,15.48602,756,301,3,384,3222390479580588032,STAR,0.0001541724,2862,54471,236
1237648721227874346,173.473503053308,-0.0764593953383163,19.14372,17.47879,16.79435,16.52504,16.35722,756,301,3,385,3239267159305644032,STAR,1.14201E-05,2877,54523,193
1237648721227874386,173.497216138344,-0.0901357296452838,17.55421,16.58144,16.18743,16.04242,15.95898,756,301,3,385,3222386356411983872,STAR,0.0002048679,2862,54471,221
1237648721227874394,173.532071806592,-0.170013224273787,17.26385,15.73415,15.09905,14.8594,14.69543,756,301,3,385,3222379209586403328,STAR,5.338647E-05,2862,54471,195
1237648721227874418,173.533201661175,-0.0793025042733574,18.04755,16.66574,16.14338,15.96943,15.85794,756,301,3,385,3222379484464310272,STAR,3.291717E-05,2862,54471,196
1237648721227939850,173.611873629752,-0.177309944130087,17.37229,16.09858,15.59031,15.39418,15.2939,756,301,3,386,3222376185929426944,STAR,0.0001038391,2862,54471,184
1237648721227939856,173.625876662161,-0.191401539272865,18.4746,17.04496,16.54887,16.38259,16.28889,756,301,3,386,3222378659830589440,STAR,0.0003607722,2862,54471,193
1237648721227939880,173.691616632809,-0.207635152857018,16.38223,15.02237,14.46061,14.23408,14.09944,756,301,3,386,3222376735685240832,STAR,0.0002581562,2862,54471,186
1237648721228005422,173.78785290662,-0.177688216450088,17.44034,16.35035,16.01368,15.8917,15.87978,756,301,3,387,3239261386869598208,STAR,-6.313709E-05,2877,54523,172
1237648721228005434,173.818199302026,-0.0432007851070893,17.02752,15.97521,15.61843,15.49868,15.4665,756,301,3,387,3222379759342217216,STAR,0.0001258761,2862,54471,197
1237648721228005546,173.78808255825,-0.117145719177435,19.58122,18.58195,18.1603,17.98356,17.90516,756,301,3,387,3239260287357970432,STAR,0.0003086768,2877,54523,168
1237648721228005555,173.797357125706,-0.0300715163376184,17.79946,16.34813,15.6897,15.34602,15.04393,756,301,3,387,317638766598580224,GALAXY,0.02929192,282,51658,491
1237648721228070934,173.846720031014,-0.0855109803492253,16.95423,15.41056,14.86444,14.67597,14.59307,756,301,3,388,3222374536661985280,STAR,9.30501E-06,2862,54471,178
1237648721228070941,173.86375425604,-0.0308150552547862,16.53628,15.56366,15.24758,15.12318,15.09078,756,301,3,388,3222371238127101952,STAR,-1.9687E-05,2862,54471,166
1237648721228070947,173.865345659905,-0.145669306297084,18.51842,18.57859,18.93239,19.21223,19.39157,756,301,3,388,3239259187846342656,STAR,0.0002426203,2877,54523,164
1237648721228070966,173.904199059528,-0.12333085963054,18.04801,16.85017,16.4401,16.30494,16.27435,756,301,3,388,317552729813706752,STAR,0.0001117697,282,51658,178
1237648721228070972,173.909221342699,-0.177797255562406,18.02174,16.99142,16.66814,16.55657,16.52029,756,301,3,388,3222369863737567232,STAR,-9.344098E-05,2862,54471,161
1237648721228070995,173.931181026268,-0.150633929883984,17.67165,16.20639,15.70686,15.53576,15.48306,756,301,3,388,3222370413493381120,STAR,0.0001213915,2862,54471,163
1237648721228136466,174.025627656274,-0.107586946132248,17.43378,15.55806,14.79091,14.50735,14.369,756,301,3,389,3222374261784078336,STAR,0.0002154553,2862,54471,177
1237648721228136470,174.035776574909,-0.16296166525015,18.80869,17.31158,16.76305,16.54076,16.42718,756,301,3,389,3222372612516636672,STAR,0.000163762,2862,54471,171
1237648721228136474,174.044325645679,-0.0912713469336309,16.46596,15.46428,15.18904,15.09643,15.08865,756,301,3,389,3222373437150357504,STAR,0.0003538072,2862,54471,174
1237648721228136485,174.06741899493,-0.157949885155356,19.53696,18.00809,17.43933,17.21346,17.12231,756,301,3,389,3222369039103846400,STAR,-0.0001619001,2862,54471,158
1237648721228136488,174.075251021,-0.1101508657657,16.34822,15.3332,15.04773,14.96123,14.93205,756,301,3,389,3222369313981753344,STAR,0.0003141657,2862,54471,159
1237648721228136498,174.079103828839,-0.186479067985631,19.37673,18.48936,18.20229,18.12909,18.13001,756,301,3,389,4324717425352220672,STAR,0.0002077009,3841,55572,494
1237648721228136524,174.129271994018,-0.1208299485698,16.87397,15.27202,14.74956,14.59633,14.54755,756,301,3,389,3222369588859660288,STAR,-1.083431E-05,2862,54471,160
1237648721228202000,174.153340985191,-0.074014922922835,18.1782,16.67798,16.07296,15.8332,15.714,756,301,3,390,3239256988823087104,STAR,0.0005691205,2877,54523,156
1237648721228202044,174.284233932792,-0.0293648960403618,16.60887,15.11222,14.64319,14.51722,14.46338,756,301,3,390,3222368764225939456,STAR,5.2753E-05,2862,54471,157
1237648721228202134,174.284149683316,-0.0633912428065431,19.26799,18.06378,17.53896,17.22699,17.0942,756,301,3,390,317656358784624640,GALAXY,0.08008599,282,51658,555
1237648721228267549,174.363390817934,-0.117591464855049,17.46028,16.32909,16.28942,16.31697,16.39064,756,301,3,391,317668728290437120,STAR,0.0005243625,282,51658,600
1237648721228267572,174.398054502707,-0.0969643197786732,17.77346,16.42565,15.93773,15.7709,15.70231,756,301,3,391,3222366290324776960,STAR,0.0001456463,2862,54471,148
1237648721228267662,174.334488249003,-0.151967255661022,18.10197,16.733,16.06166,15.68395,15.4278,756,301,3,391,317547782011381760,GALAXY,0.07552285,282,51658,160
1237648704040665104,184.388936339455,-0.315995201101993,19.05617,17.72383,17.15763,16.9275,16.84074,752,301,3,273,3722235894837649408,STAR,0.0005744936,3306,54922,39
1237648704040665124,184.450869945388,-0.313258823428976,17.21844,15.75803,15.18733,14.94926,14.82547,752,301,3,273,3722233970692300800,STAR,8.707776E-05,3306,54922,32
1237648704040665167,184.376657300179,-0.231992199685506,18.94881,17.90776,17.4482,17.14707,16.92598,752,301,3,273,323144027442538496,GALAXY,0.03393133,287,52023,39
1237648704040665171,184.407376660914,-0.312884532124164,19.52566,17.49581,16.65989,16.3326,16.13819,752,301,3,273,363676692121675776,STAR,-2.045742E-05,323,51615,40
1237648704040665238,184.468480542351,-0.362120821695429,17.55401,15.89718,15.11835,14.72033,14.37843,752,301,3,273,323142103297189888,GALAXY,0.04032281,287,52023,32
1237648704040665256,184.497161439604,-0.333110691963939,18.74085,17.51748,16.92795,16.58687,16.36819,752,301,3,273,323143752564631552,GALAXY,0.07144404,287,52023,38
1237648704040730637,184.515401375322,-0.398051998636579,18.94465,18.66646,18.56451,18.52342,18.47435,752,301,3,274,323139354518120448,QSO,0.788097,287,52023,22
1237648704040730692,184.567088787528,-0.266949730592986,16.08831,14.76971,14.30379,14.10942,14.05211,752,301,3,274,2880104807719266304,GALAXY,0,2558,54140,192
1237648704040730730,184.625506480047,-0.284227737520447,18.55387,17.17877,16.67558,16.4572,16.38667,752,301,3,274,2880139167457634304,STAR,-0.0001209006,2558,54140,317
1237648704040730756,184.544377229929,-0.248444440290559,19.23729,18.03566,17.51354,17.27137,17.14697,752,301,3,274,3722386527930654720,STAR,0.0009527221,3306,54922,587
1237648704040730821,184.640721205355,-0.411852953339033,19.4519,17.9852,17.17495,16.68955,16.38363,752,301,3,274,324311433527453696,GALAXY,0.1079633,288,52000,190
1237648704040796178,184.68298265899,-0.375816348587753,18.94591,18.8076,18.59771,18.40573,18.31001,752,301,3,275,324312807916988416,QSO,1.516544,288,52000,195
1237648704040796231,184.667625804139,-0.256469230825893,17.61226,15.87212,15.0021,14.57246,14.19619,752,301,3,275,324314182306523136,GALAXY,0.07977457,288,52000,200
1237648704040796277,184.74312266128,-0.368792407717282,19.09305,18.37143,18.15126,17.89575,17.96295,752,301,3,275,324312258161174528,GALAXY,0.1027977,288,52000,193
1237648704040861791,184.836889316139,-0.24153767382749,18.50392,16.77543,16.04379,15.64914,15.32286,752,301,3,276,324306760603035648,GALAXY,0.05043545,288,52000,173
1237648704040861800,184.852447834926,-0.294097392647684,18.04597,17.06197,16.722,16.5454,16.34999,752,301,3,276,324307035480942592,GALAXY,0.03897807,288,52000,174
1237648704040861840,184.914608494812,-0.317162140908076,19.36705,19.24555,18.99853,18.93452,18.87489,752,301,3,276,324303462068152320,QSO,1.386362,288,52000,161
1237648704040992833,185.173619139018,-0.383077778347381,17.36013,16.2011,15.83579,15.70758,15.68375,752,301,3,278,2880125698440194048,STAR,0.0001267915,2558,54140,268
1237648704040992859,185.217593485987,-0.36288792314893,18.73594,17.5406,17.04902,16.87639,16.76497,752,301,3,278,2880124873806473216,STAR,-3.5309E-05,2558,54140,265
1237648704040992948,185.130268902528,-0.287630702559999,19.16877,17.53972,16.8984,16.64145,16.51408,752,301,3,278,2880128172341356544,STAR,-3.093439E-05,2558,54140,277
1237648704040992956,185.166556929733,-0.382992340192598,19.5019,19.25799,19.57236,19.8191,20.06964,752,301,3,278,2891383048459282432,STAR,-3.835344E-05,2568,54153,262
1237648704040992965,185.17863020744,-0.290025805545563,19.56167,17.6364,16.74566,16.34488,16.0047,752,301,3,278,324289443294898176,GALAXY,0.07837977,288,52000,110
1237648704041123850,185.436053495306,-0.266891273298509,18.14431,17.06523,16.69869,16.57107,16.53969,752,301,3,280,2891373427732539392,STAR,0.0005022376,2568,54153,227
1237648704041123862,185.455619661178,-0.211236692191896,18.46614,16.88119,16.31281,16.10311,16.01222,752,301,3,280,2880115802835544064,STAR,1.268354E-05,2558,54140,232
1237648704041123869,185.462186501335,-0.353848165482367,18.33848,16.19855,15.46038,15.21337,15.11296,752,301,3,280,2880114428446009344,STAR,2.395276E-05,2558,54140,227
1237648704041123886,185.51539999572,-0.345495956238662,16.76711,15.19297,14.59694,14.3518,14.2543,752,301,3,280,2880116077713451008,STAR,-9.065738E-05,2558,54140,233
1237648704041123897,185.529503851316,-0.363862443943,18.34468,17.0301,16.53651,16.33915,16.2648,752,301,3,280,2880113054056474624,STAR,2.999612E-05,2558,54140,222
1237648704041189387,185.618571112556,-0.365219640666439,18.22681,17.27648,16.93096,16.81228,16.7469,752,301,3,281,2880116352591357952,STAR,0.0003118055,2558,54140,234
1237648704041189516,185.667801716558,-0.294819765229486,19.3606,17.93868,17.02944,16.6024,16.25221,752,301,3,281,325469768859543552,GALAXY,0.172463,289,51990,308
1237648704041189528,185.690455438899,-0.297058151936483,19.5175,18.22319,17.6743,17.45985,17.32778,752,301,3,281,2880106456986707968,STAR,0.0003232597,2558,54140,198
1237648704041254956,185.795332655902,-0.282744736789661,18.18722,17.02643,16.82041,16.7378,16.71072,752,301,3,282,2880107006742521856,STAR,0.0003143609,2558,54140,200
1237648704041254972,185.821617715325,-0.342052501066349,18.60852,17.07832,16.50179,16.29727,16.21174,752,301,3,282,2880102058940196864,STAR,0.0001187122,2558,54140,182
1237648704041255002,185.719474758218,-0.307260048803607,19.32453,18.07029,17.60093,17.30303,17.14684,752,301,3,282,324275974277457920,GALAXY,0.1072253,288,52000,61
1237648704041255037,185.749696221799,-0.29308755961104,19.01071,18.04516,17.71279,17.55985,17.46937,752,301,3,282,325470318615357440,GALAXY,0.03024547,289,51990,310
1237648704041320480,185.899998326079,-0.261068562832187,19.40922,16.90061,15.84935,15.4851,15.39144,752,301,3,283,2880105082597173248,STAR,3.122085E-05,2558,54140,193
1237648704041386023,186.063005414198,-0.383730072210692,17.24506,16.21944,16.18915,16.23033,16.28637,752,301,3,284,2880101234306476032,STAR,0.001258611,2558,54140,179
1237648704041386025,186.082972427559,-0.227430230391869,18.79844,17.61451,17.35555,17.2755,17.22589,752,301,3,284,324266078672807936,STAR,0.0006906021,288,52000,25
1237648704041386035,186.091588598841,-0.280880723793082,17.69207,16.28399,15.74914,15.55232,15.46866,752,301,3,284,2880099035283220480,STAR,8.999209E-05,2558,54140,171
1237648704041386042,186.095608992213,-0.305421539767721,18.16413,17.51736,17.26117,17.17439,17.17608,752,301,3,284,2880097935771592704,QSO,0.0004606231,2558,54140,167
1237648704041386050,186.144447400893,-0.215865156649591,18.98405,18.06906,17.79132,17.69649,17.65621,752,301,3,284,2891351712377890816,STAR,8.325694E-05,2568,54153,148
1237648704041386052,186.145512189713,-0.364520218119755,19.10773,16.54346,15.23654,14.69653,14.38375,752,301,3,284,2880096561382057984,STAR,-5.318041E-05,2558,54140,162
1237648704041386054,186.146709021955,-0.30253986779937,18.97018,18.1218,17.84442,17.73179,17.71652,752,301,3,284,4330218827671379968,STAR,0.001007979,3846,55327,28
1237648704041451527,186.1751304631,-0.220220567264018,17.22197,16.33788,16.18363,16.16054,16.1867,752,301,3,285,2880099585039034368,STAR,-0.0002233216,2558,54140,173
1237648704041451580,186.216933560309,-0.38540646440557,17.06771,15.67432,15.14719,14.97035,14.87825,752,301,3,285,2880091613579732992,STAR,-0.0001420132,2558,54140,144
1237648704041451609,186.213286325162,-0.304115169393894,18.7121,16.85819,16.13144,15.86705,15.70315,752,301,3,285,2880100409672755200,STAR,1.79226E-05,2558,54140,176
1237648704041451619,186.250119944084,-0.322510121436619,17.49245,16.51379,16.15958,16.05681,16.01443,752,301,3,285,2880096011626244096,STAR,-1.607572E-05,2558,54140,160
1237648704041451688,186.245176838119,-0.244158905664159,18.77521,17.61859,17.01713,16.67627,16.46474,752,301,3,285,324267178184435712,GALAXY,0.102797,288,52000,29
1237648704041517062,186.336440937489,-0.381788473554907,18.0665,17.11431,16.78965,16.63959,16.59383,752,301,3,286,2880092713091360768,STAR,0.0007045962,2558,54140,148
1237648704041517178,186.459282672502,-0.360506857725993,18.65974,17.42577,16.93422,16.75204,16.68857,752,301,3,286,325451077161871360,STAR,2.982941E-05,289,51990,240
1237648704041582597,186.462637073105,-0.228802147461651,17.99478,17.08982,16.88167,16.79346,16.7672,752,301,3,287,2880092987969267712,STAR,-0.0001829058,2558,54140,149
1237651066813087901,167.764976915775,64.2461166290674,17.96255,16.82413,16.42635,16.21528,16.07885,1302,301,4,327,671163927589054464,GALAXY,0.0352282,596,52370,464
1237651066813087934,167.839486086071,64.2616076061157,19.50741,17.60477,16.46201,15.98089,15.59943,1302,301,4,327,8005255653214887936,GALAXY,0.1411847,7110,56746,390
1237651066813153312,168.110734174446,64.2806575260214,18.67686,17.72177,17.29969,17.16583,17.11863,1302,301,4,328,3743693139467149312,STAR,-0.0006896805,3325,54942,276
1237651066813153314,168.101375626686,64.3110244875922,18.33576,16.91109,16.29373,16.04751,15.9232,1302,301,4,328,3743692039955521536,STAR,-0.0008169203,3325,54942,272
1237651066813153316,168.099235308305,64.3476162106541,18.9478,17.40294,16.76124,16.53667,16.4174,1302,301,4,328,3743692864589242368,STAR,-9.256072E-05,3325,54942,275
1237651066813153357,167.974606456231,64.3034158215173,19.31686,17.74233,16.74929,16.26675,15.89602,1302,301,4,328,671169974903007232,GALAXY,0.1398903,596,52370,486
1237651066813153394,168.115792902835,64.3611015586561,17.97944,16.88784,16.50769,16.33352,16.21581,1302,301,4,328,671171074414635008,GALAXY,0.01397838,596,52370,490
1237651066813218865,168.360523462614,64.4820447379138,17.57783,16.38427,15.93241,15.76717,15.70311,1302,301,4,329,3743681044839243776,STAR,-0.0003384472,3325,54942,232
1237651066813218982,168.457904461478,64.4409447625359,19.56596,17.08389,15.96498,15.54583,15.31009,1302,301,4,329,3743680495083429888,STAR,-6.076316E-05,3325,54942,230
1237651066813218998,168.563550503997,64.3639999981901,18.75478,17.81586,17.45502,17.23735,17.10947,1302,301,4,329,671177671484401664,GALAXY,0.03460345,596,52370,514
1237651066813219014,168.261411449024,64.4649572321654,19.06152,17.75799,16.90243,16.50441,16.28737,1302,301,4,329,671172998559983616,GALAXY,0.1415365,596,52370,497
1237651066813284371,168.725510362751,64.4446704334654,18.47864,17.36696,17.08074,16.9735,16.96758,1302,301,4,330,671176571972773888,STAR,-0.00119011,596,52370,510
1237651066813284440,168.670644748583,64.3086182711756,19.083,17.31173,16.34124,15.89388,15.54569,1302,301,4,330,671174372949518336,GALAXY,0.130554,596,52370,502
1237651066813349919,169.16566634822,64.3662233604762,19.07525,17.68087,17.08913,16.86626,16.77606,1302,301,4,331,3743670874356686848,STAR,-0.0003263183,3325,54942,195
1237651066813415435,169.233723543429,64.5095215178702,17.82694,17.71808,17.66296,17.60286,17.56618,1302,301,4,332,671185368065796096,QSO,1.964671,596,52370,542
1237651066813415466,169.31724950928,64.5209693855538,18.96771,17.84761,17.33884,17.14859,17.05853,1302,301,4,332,3743736570176446464,STAR,-0.0001813337,3325,54942,434
1237651066813415518,169.349483883774,64.3803743985705,18.18781,17.32908,16.96855,16.75418,16.64154,1302,301,4,332,671185642943703040,GALAXY,0.0307946,596,52370,543
1237651066813415573,169.52073811347,64.4062159003934,18.51973,16.77914,15.99475,15.61687,15.31688,1302,301,4,332,671187017333237760,GALAXY,0.030914,596,52370,548
1237651066813481153,169.863333228808,64.5140141193883,19.53428,18.47696,18.10272,17.96651,17.94353,1302,301,4,333,3743736295298539520,STAR,-0.0006621437,3325,54942,433
1237651066813612040,170.330861748475,64.5137454168221,18.8693,16.65626,15.74427,15.40952,15.23088,1302,301,4,335,3743747015536910336,STAR,-5.335642E-05,3325,54942,472
1237651066813612042,170.296585404493,64.5888830621505,19.15475,18.23403,17.97061,17.86323,17.84958,1302,301,4,335,3743749214560165888,STAR,3.076173E-05,3325,54942,480
1237651066813612106,170.439140524998,64.7053371067153,17.5983,16.41463,15.93937,15.57569,15.42362,1302,301,4,335,671204609519282176,GALAXY,0.05595297,596,52370,612
1237651066813612113,170.607144654111,64.5124903044252,19.03442,18.03446,17.63558,17.4803,17.40388,1302,301,4,335,3743745091391561728,STAR,-0.0003913582,3325,54942,465
1237651066813612165,170.435303502156,64.616458405537,19.37221,18.34581,17.98579,17.86031,17.81455,1302,301,4,335,671207083420444672,STAR,-0.0002796336,596,52370,621
1237651066813677577,170.700007301602,64.5694473801672,18.60795,16.28003,15.34406,15.03773,14.88633,1302,301,4,336,3743746465781096448,STAR,-5.639736E-05,3325,54942,470
1237651066813677608,170.671650724728,64.6367318991175,18.00776,17.06846,16.70287,16.5513,16.50136,1302,301,4,336,3743747840170631168,STAR,-0.0008697213,3325,54942,475
1237651066813677612,170.733120960339,64.5801876130324,18.61369,17.37061,16.83439,16.61617,16.51832,1302,301,4,336,3743753337728770048,STAR,-0.0003750672,3325,54942,495
1237651066813677729,170.698224684189,64.6185061484769,19.44651,17.13279,16.26957,15.9931,15.85767,1302,301,4,336,3743747290414817280,STAR,-0.0001045556,3325,54942,473
1237651066813677737,170.740544366569,64.595621642501,18.62269,17.20179,16.59441,16.20957,15.98061,1302,301,4,336,671210107077421056,GALAXY,0.05498474,596,52370,632
1237651066813677742,170.713181828447,64.646057821573,19.00354,17.60455,17.08407,16.7696,16.61508,1302,301,4,336,672270031068882944,GALAXY,0.07412051,597,52059,392
1237651066813677804,170.876660602085,64.68457509038,19.34221,19.12684,18.92931,18.76878,18.56392,1302,301,4,336,8005406836063707136,QSO,2.028625,7110,56746,940
1237651066813677809,170.968588526307,64.5748897733085,18.62547,16.77994,15.8875,15.45056,15.14368,1302,301,4,336,672271405458417664,GALAXY,0.07087416,597,52059,397
1237651066813743139,171.059793353769,64.5781658680228,18.90866,18.80578,18.81967,18.61757,18.71943,1302,301,4,337,8005403537528823808,QSO,1.87243,7110,56746,928
1237651066813743233,171.122989388439,64.5769716465953,18.53245,17.26429,16.67113,16.27716,16.07901,1302,301,4,337,672270305946789888,GALAXY,0.06797908,597,52059,393
1237651066813743252,171.174381333136,64.6035812883486,18.23544,16.63171,15.82395,15.42398,15.13962,1302,301,4,337,672267557167720448,GALAXY,0.08568299,597,52059,383
1237651066813808707,171.571129555311,64.6708716830007,18.57654,17.33809,16.81308,16.6139,16.52378,1302,301,4,338,3743751688461328384,STAR,7.271118E-05,3325,54942,489
1237651066813808758,171.382543304672,64.7210205847611,19.18169,16.90818,16.02933,15.72238,15.57091,1302,301,4,338,3743752513095049216,STAR,3.104785E-05,3325,54942,492
1237651066813874302,171.98922667745,64.6884582168157,17.83703,17.50361,17.47462,17.35455,17.37213,1302,301,4,339,672293945446787072,QSO,0.6945869,597,52059,479
1237651066813874364,171.700388929991,64.7882741723989,18.55708,16.75176,15.78991,15.34259,14.98728,1302,301,4,339,672281301063067648,GALAXY,0.09886897,597,52059,433
1237651066813874383,171.793131659223,64.7390945612004,19.36362,18.03343,17.51706,17.3067,17.21043,1302,301,4,339,3743756636263653376,STAR,-0.0005434621,3325,54942,507
1237651066813874400,171.841804523652,64.6977044888965,19.49875,17.03723,15.99222,15.65368,15.48991,1302,301,4,339,3743758010653188096,STAR,4.838348E-05,3325,54942,512
1237651066813874424,171.926794809065,64.7522079116984,19.4879,18.58459,18.33185,18.22637,18.20937,1302,301,4,339,3743755261874118656,STAR,-0.001099478,3325,54942,502
1237651066813939733,171.970751749433,64.8204748089709,17.38621,16.14234,15.63679,15.41042,15.32993,1302,301,4,340,3743755536752025600,STAR,-0.0002392056,3325,54942,503
1237651066813939851,172.107031727273,64.8122667128317,18.83898,17.62675,17.05891,16.70087,16.51009,1302,301,4,340,672289547400275968,GALAXY,0.08545836,597,52059,463
1237651066813939859,172.200347771332,64.680390896592,19.52604,17.60468,16.65254,16.23377,15.89341,1302,301,4,340,672293670568880128,GALAXY,0.09626833,597,52059,478
1237651066813939873,172.226950263888,64.8187811463176,19.07198,17.67963,17.00554,16.63463,16.41603,1302,301,4,340,672290097156089856,GALAXY,0.06928115,597,52059,465
1237651066814005290,172.45037926429,64.8788550816269,19.53807,18.55325,18.17299,18.02424,17.95595,1302,301,4,341,3743769830403186688,STAR,-0.0006115875,3325,54942,555
1237651066814005317,172.630030233819,64.7045785376823,18.63006,17.77687,17.46854,17.38138,17.3423,1302,301,4,341,8008704270848204800,STAR,-0.0008877766,7113,56711,648
1237651066814005326,172.594038782817,64.8623255015719,17.5893,16.15321,15.56361,15.32702,15.22204,1302,301,4,341,3743768181135745024,STAR,-0.0001643369,3325,54942,549
1237651066814005358,172.358482478611,64.7407653853467,19.0607,18.04061,17.73249,17.62337,17.57453,1302,301,4,341,672294220324694016,STAR,-0.0004600745,597,52059,480
1237648721760092308,162.829041939085,0.341536425245235,19.45745,17.91411,17.32713,17.11726,17.04048,756,301,4,314,2881340934807644160,STAR,0.000168901,2559,54208,593
1237648721760092317,162.844586273313,0.262473811663659,17.72831,16.53716,15.96393,15.63348,15.38344,756,301,4,314,309797878530861056,GALAXY,0.04019351,275,51910,638
1237648721760157710,162.953727347486,0.33467958706661,17.9768,16.38333,15.82461,15.6563,15.58695,756,301,4,315,2881339560418109440,STAR,7.104634E-05,2559,54208,588
1237648721760157777,163.010694983875,0.261168525815566,18.95952,17.19225,16.45644,16.17833,16.00764,756,301,4,315,2689937950728284160,STAR,3.254442E-05,2389,54213,593
1237648721760157780,163.015103649516,0.327427743043809,18.82862,17.62215,17.15815,16.95585,16.86872,756,301,4,315,2881338735784388608,STAR,-0.0001408548,2559,54208,585
